?parent_label	?label
"Sequencing metadata name"	"Lane identifier"
"Sequencing metadata name"	"Run number"
"Sequencing quality control"	"Read pre-processing"
"Sequencing quality control"	"Variant filtering"
"Service management"	"Service composition"
"Service management"	"Service discovery"
"Service management"	"Service invocation"
"Single particle analysis"	"Single particle alignment and classification"
"Small molecule report"	"Drug report"
"Small molecule report format"	"HET group dictionary entry format"
"Small molecule structure"	"Drug structure"
"Small molecule structure"	"Toxin structure"
"Source code clause"	"Source code available"
"Source code clause"	"Source code unavailable"
"Spectral analysis"	"Chromatographic alignment"
"Spectral analysis"	"Deisotoping"
"Spectral analysis"	"Mass spectra calibration"
"Spectral analysis"	"Peak detection"
"Spectral analysis"	"Peptide identification"
"Spectral analysis"	"Protein identification"
"Spectral analysis"	"Protein quantification"
"Spectrum"	"NMR spectrum"
"Splicing model analysis"	"Splice transcript prediction"
"Spot ID"	"Spot ID (HSC-2DPAGE)"
"Spot ID"	"Spot serial number"
"Statistical calculation"	"Imputation"
"Statistical calculation"	"Regression analysis"
"Statistical calculation"	"Standardisation and normalisation"
"Statistical calculation"	"Statistical inference"
"Statistical calculation"	"Statistical modelling"
"Statistical estimate score"	"E-value"
"Statistical estimate score"	"P-value"
"Statistical estimate score"	"Z-value"
"Stock number"	"Stock number (TAIR)"
"Strain accession"	"CCAP strain number"
"Strain identifier"	"Strain accession"
"Strain identifier"	"Strain name"
"Strain name"	"Cell line name"
"Structural biology"	"Electron microscopy"
"Structural biology"	"NMR"
"Structural biology"	"Neutron diffraction"
"Structural biology"	"Structural genomics"
"Structural biology"	"X-ray diffraction"
"Structure"	"Carbohydrate structure"
"Structure"	"Electron microscopy model"
"Structure"	"Lipid structure"
"Structure"	"Nucleic acid structure"
"Structure"	"Protein structure"
"Structure"	"Small molecule structure"
"Structure ID"	"MMDB ID"
"Structure ID"	"PDB ID"
"Structure alignment"	"3D profile-to-3D profile alignment"
"Structure alignment"	"Global structure alignment"
"Structure alignment"	"Local structure alignment"
"Structure alignment"	"Multiple structure alignment"
"Structure alignment"	"Pairwise structure alignment"
"Structure alignment"	"Structure alignment (nucleic acid)"
"Structure alignment"	"Structure alignment (pair)"
"Structure alignment"	"Structure alignment (protein)"
"Structure alignment (nucleic acid)"	"Structure alignment (RNA)"
"Structure alignment ID"	"SISYPHUS ID"
"Structure analysis"	"3D profile generation"
"Structure analysis"	"Carbohydrates"
"Structure analysis"	"Diffraction data analysis"
"Structure analysis"	"Lipids"
"Structure analysis"	"Molecular docking"
"Structure analysis"	"Molecular dynamics simulation"
"Structure analysis"	"Molecular model refinement"
"Structure analysis"	"Molecular surface analysis"
"Structure analysis"	"Nucleic acid structure analysis"
"Structure analysis"	"Nucleic acid structure analysis"
"Structure analysis"	"Protein structure analysis"
"Structure analysis"	"Protein structure analysis"
"Structure analysis"	"Single particle analysis"
"Structure analysis"	"Small molecules"
"Structure analysis"	"Structure classification"
"Structure analysis"	"Structure comparison"
"Structure analysis"	"Structure prediction"
"Structure analysis"	"Structure prediction"
"Structure analysis"	"Structure visualisation"
"Structure classification"	"Protein architecture recognition"
"Structure comparison"	"Chemical redundancy removal"
"Structure comparison"	"Molecular surface comparison"
"Structure comparison"	"Nucleic acid structure comparison"
"Structure comparison"	"Protein structure comparison"
"Structure comparison"	"Structural similarity search"
"Structure comparison"	"Structure alignment"
"Structure database search"	"Sequence similarity search"
"Structure database search"	"Structural similarity search"
"Structure identifier"	"PDB model number"
"Structure identifier"	"Structure ID"
"Structure image"	"Chemical structure image"
"Structure image"	"Protein structure image"
"Structure prediction"	"Molecular dynamics"
"Structure prediction"	"Molecular modelling"
"Structure prediction"	"Nucleic acid structure prediction"
"Structure prediction"	"Protein structure prediction"
"Structure report"	"Carbohydrate report"
"Structure report"	"Lipid report"
"Structure report"	"Nucleic acid structure report"
"Structure report"	"Protein structure report"
"Structure report"	"Small molecule report"
"Structure similarity score"	"Root-mean-square deviation"
"Structure similarity score"	"Tanimoto similarity score"
"Structure visualisation"	"Helical wheel drawing"
"Structure visualisation"	"Surface rendering"
"Structure visualisation"	"Topology diagram drawing"
"Structure visualisation"	"Transmembrane protein visualisation"
"Synthetic chemistry"	"Chemical biology"
"Synthetic chemistry"	"Medicinal chemistry"
"TAIR accession"	"TAIR accession (gene)"
"TAIR accession"	"TAIR accession (protein)"
"TAIR accession (gene)"	"TAIR accession (At gene)"
"TCoffee"@en	"CRG Expresso Web Tool"@en
"TCoffee"@en	"CRG MCoffee Web Tool"@en
"TCoffee"@en	"CRG PSICoffee Web Tool"@en
"TCoffee"@en	"CRG RCoffee Web Tool"@en
"TCoffee"@en	"CRG TCoffee"@en
"TCoffee"@en	"CRG TCoffee Web Tool"@en
"TCoffee"@en	"EBI TCoffee Web Tool"@en
"Taxon"	"Family name"
"Taxon"	"Genus name"
"Taxon"	"Kingdom name"
"Taxon"	"NCBI taxon"
"Taxon"	"Species name"
"Taxon"	"UTRdb taxon"
"Taxon"	"UniGene taxon"
"Tertiary structure format"	"PDB database entry format"
"Text"	"Annotated text"
"Text"	"Article"
"Text data"	"Abstract"
"Text data"	"Bibliography"
"Text data"	"Citation"
"Text data"	"Text"
"Text data"	"Text mining report"
"Text mining"	"Named-entity and concept recognition"
"Text mining"	"Relation inference"
"Text mining report format"	"iHOP format"
"Textual format"	".csv"@en
"Textual format"	".mgf"@en
"Textual format"	".mysql"@en
"Textual format"	".sql"@en
"Textual format"	"ACE"
"Textual format"	"AGP"
"Textual format"	"ASN.1 sequence format"
"Textual format"	"BED"
"Textual format"	"BED format"
"Textual format"	"BEL"
"Textual format"	"BIOM format"
"Textual format"	"BLAST results"
"Textual format"	"BedGraph"@en
"Textual format"	"BioNLP Shared Task format"
"Textual format"	"BioPAX Manchester OWL Syntax format"@en
"Textual format"	"CAF"
"Textual format"	"CHP"
"Textual format"	"CT"
"Textual format"	"CiteXplore-all"
"Textual format"	"CiteXplore-core"
"Textual format"	"ClustalW dendrogram"
"Textual format"	"ClustalW format"
"Textual format"	"Cytoband format"
"Textual format"	"Cytoscape input file format"
"Textual format"	"DIALIGN format"
"Textual format"	"DSV"
"Textual format"	"Dot-bracket format"
"Textual format"	"EMBL feature location"
"Textual format"	"EMBL-like (text)"
"Textual format"	"EMBOSS repeat"
"Textual format"	"EMBOSS sequence pattern"
"Textual format"	"EMBOSS simple format"
"Textual format"	"Ensembl variation file format"
"Textual format"	"FASTA search results format"
"Textual format"	"FASTA-like (text)"
"Textual format"	"FASTQ-like format (text)"
"Textual format"	"GCG format variant"
"Textual format"	"GCT/Res format"
"Textual format"	"GDE"
"Textual format"	"GEO Matrix Series format"
"Textual format"	"GFF"
"Textual format"	"GSuite"
"Textual format"	"GTrack"
"Textual format"	"GenBank-like format (text)"
"Textual format"	"HET group dictionary entry format"
"Textual format"	"HMMER Dirichlet prior"
"Textual format"	"HMMER emission and transition"
"Textual format"	"HMMER format"
"Textual format"	"HMMER profile alignment (HMM versus sequences)"
"Textual format"	"HMMER profile alignment (sequences versus HMMs)"
"Textual format"	"ISA-TAB"
"Textual format"	"InChI"
"Textual format"	"InChIKey"
"Textual format"	"InterPro hits format"
"Textual format"	"JASPAR format"
"Textual format"	"KRSS2 Syntax"
"Textual format"	"LAV"
"Textual format"	"LocARNA PP"
"Textual format"	"MAF"
"Textual format"	"MCPD"
"Textual format"	"MEME Dirichlet prior"
"Textual format"	"MEME background Markov model"
"Textual format"	"Manchester OWL Syntax"
"Textual format"	"Mascot .dat file"
"Textual format"	"MaxQuant APL peaklist format"
"Textual format"	"Medline Display Format"
"Textual format"	"N-Triples"
"Textual format"	"Nexus format"
"Textual format"	"Notation3"
"Textual format"	"OBO"
"Textual format"	"OBO Flat File Format"
"Textual format"	"OSCAR format"
"Textual format"	"OWL Functional Syntax"
"Textual format"	"PDB"
"Textual format"	"PED/MAP"
"Textual format"	"PHD"
"Textual format"	"PS"
"Textual format"	"PSI MI TAB (MITAB)"
"Textual format"	"PSL"
"Textual format"	"Pcons report format"
"Textual format"	"Phylip character frequencies format"
"Textual format"	"Phylip cliques format"
"Textual format"	"Phylip continuous quantitative characters"
"Textual format"	"Phylip discrete states format"
"Textual format"	"Phylip distance matrix"
"Textual format"	"Phylip format variant"
"Textual format"	"Phylip tree distance format"
"Textual format"	"Phylip tree format"
"Textual format"	"Phylip tree raw"
"Textual format"	"Pileup"
"Textual format"	"PlasMapper TextMap"
"Textual format"	"Primer3 primer"
"Textual format"	"ProQ report format"
"Textual format"	"PubMed citation"
"Textual format"	"PubTator format"
"Textual format"	"R data frame"
"Textual format"	"R file format"
"Textual format"	"REBASE restriction sites"
"Textual format"	"Rnw"
"Textual format"	"SAM"
"Textual format"	"SBMLR format"
"Textual format"	"SBtab"
"Textual format"	"SDF format"
"Textual format"	"SEQUEST .out file"
"Textual format"	"SIF"@en
"Textual format"	"SMILES"
"Textual format"	"SPARQL"
"Textual format"	"SPSS"
"Textual format"	"SQL"
"Textual format"	"SS"
"Textual format"	"Sanger inverted repeats"
"Textual format"	"Sequence quality report format (text)"
"Textual format"	"Sequence-MEME profile alignment"
"Textual format"	"Smith-Waterman format"
"Textual format"	"Staden experiment format"
"Textual format"	"Staden format"
"Textual format"	"Stockholm format"
"Textual format"	"T-Coffee format"
"Textual format"	"TreeBASE format"
"Textual format"	"TreeCon format"
"Textual format"	"TreeCon-seq"
"Textual format"	"TreeFam format"
"Textual format"	"Turtle"
"Textual format"	"UniProt-like (text)"
"Textual format"	"VCF"
"Textual format"	"WIG"
"Textual format"	"X!Tandem XML"
"Textual format"	"XQuery"
"Textual format"	"aaindex"
"Textual format"	"affymetrix"
"Textual format"	"affymetrix-exp"
"Textual format"	"afg"
"Textual format"	"ambiguous"
"Textual format"	"arff"
"Textual format"	"axt"
"Textual format"	"bedgraph"
"Textual format"	"cel"
"Textual format"	"cls"
"Textual format"	"codata"
"Textual format"	"completely unambiguous"
"Textual format"	"customtrack"
"Textual format"	"daf"
"Textual format"	"dat"
"Textual format"	"dbGaP format"
"Textual format"	"dcf"
"Textual format"	"debug"
"Textual format"	"debug-feat"
"Textual format"	"debug-seq"
"Textual format"	"dhf"
"Textual format"	"dssp"
"Textual format"	"est2genome format"
"Textual format"	"exp"
"Textual format"	"findkm"
"Textual format"	"fitch program"
"Textual format"	"genePred"
"Textual format"	"hennig86"
"Textual format"	"hssp"
"Textual format"	"ig"
"Textual format"	"igstrict"
"Textual format"	"jackknifer"
"Textual format"	"jackknifernon"
"Textual format"	"lhf"
"Textual format"	"markx0 variant"
"Textual format"	"mas5 format"
"Textual format"	"mase format"
"Textual format"	"match"
"Textual format"	"medline"
"Textual format"	"mega variant"
"Textual format"	"mega-seq"
"Textual format"	"meme-motif"
"Textual format"	"mf"
"Textual format"	"mhd"
"Textual format"	"mira"
"Textual format"	"mmCIF"
"Textual format"	"mspcrunch"
"Textual format"	"mzTab"
"Textual format"	"nbrf/pir"
"Textual format"	"newick"
"Textual format"	"nexus-seq"
"Textual format"	"nexusnon"
"Textual format"	"nrrd"
"Textual format"	"nucleotide"
"Textual format"	"pdbatom"
"Textual format"	"pdbatomnuc"
"Textual format"	"pdbseqres"
"Textual format"	"pdbseqresnuc"
"Textual format"	"pgSnp"
"Textual format"	"plain text file format"
"Textual format"	"plain text format (unformatted)"
"Textual format"	"pmc"
"Textual format"	"prosite-pattern"
"Textual format"	"prosite-profile"
"Textual format"	"protein"
"Textual format"	"pure"
"Textual format"	"quicktandem"
"Textual format"	"raw"
"Textual format"	"rcc"
"Textual format"	"rda"
"Textual format"	"refseqp"
"Textual format"	"restover format"
"Textual format"	"restrict format"
"Textual format"	"scores format"
"Textual format"	"selex"
"Textual format"	"srs format"
"Textual format"	"srspair"
"Textual format"	"strider format"
"Textual format"	"unambiguous sequence"
"Textual format"	"unpure"
"Time clause"	"Time for use restricted"
"Time clause"	"Time for use unrestricted"
"Tool identifier"	"Tool name"
"Tool name"	"Tool name (BLAST)"
"Tool name"	"Tool name (EMBASSY package)"
"Tool name"	"Tool name (EMBOSS)"
"Tool name"	"Tool name (FASTA)"
"Tool name"	"Tool name (signature)"
"Topic"	"Biology"
"Topic"	"Biomedical science"
"Topic"	"Chemistry"
"Topic"	"Computational biology"
"Topic"	"Computer science"
"Topic"	"Experimental design and studies"
"Topic"	"Informatics"
"Topic"	"Laboratory techniques"
"Topic"	"Literature and language"
"Topic"	"Mathematics"
"Topic"	"Medicine"
"Topic"	"Omics"
"Topic"	"Physics"
"Toxin accession"	"ArachnoServer ID"
"Toxin accession"	"T3DB ID"
"Toxin identifier"	"Toxin accession"
"Toxin identifier"	"Toxin name"
"Training material"	"Online course"
"Transcript ID"	"Clone ID"
"Transcript ID"	"Ensembl transcript ID"
"Transcript ID"	"HIT ID"
"Transcription factor accession"	"AraC-XylS ID"
"Transcription factor accession"	"DBD ID"
"Transcription factor accession"	"TRANSFAC accession number"
"Transcription factor identifier"	"Transcription factor accession"
"Transcription factor identifier"	"Transcription factor name"
"Transcription regulatory element prediction (trans)"	"microRNA detection"
"Transcription regulatory element prediction (trans)"	"siRNA binding specificity prediction"
"Transcription regulatory element prediction (trans)"	"siRNA duplex prediction"
"Translational medicine"	"Molecular medicine"
"Transmembrane protein analysis"	"GPCR analysis"
"Transmembrane protein analysis"	"Transmembrane protein prediction"
"Transmembrane protein analysis"	"Transmembrane protein visualisation"
"Transmembrane protein prediction"	"GPCR prediction"
"URI"	"MIRIAM URI"
"URI"	"URL"
"URI"	"URN"
"URN"	"LSID"
"UniProt-like (text)"	"UniProtKB format"
"Usage clause"	"Usage restricted"
"Usage clause"	"Usage unrestricted"
"Usage restricted"	"Academic use only"
"Usage restricted"	"Commercial use only"@en
"Usage restricted"	"Non-commercial use only"
"User ID"	"Email address"
"User ID"	"Password"
"User ID"	"Username"
"Validation"	"Format validation"
"Validation"	"Phylogenetic tree bootstrapping"
"Validation"	"Protein model validation"
"Validation"	"Sequence alignment validation"
"Validation"	"Sequence assembly validation"
"Validation"	"Sequencing quality control"
"Validation"	"Validation of peptide-spectrum matches"
"Validation of peptide-spectrum matches"	"Target-Decoy"
"Vendor-specific License"@en	"ALFRED Copyright"@en
"Vendor-specific License"@en	"Addgene Terms of Use"@en
"Vendor-specific License"@en	"BRENDA License"@en
"Vendor-specific License"@en	"CAS Information Use Policy"
"Vendor-specific License"@en	"CTD Legal Notice and Terms of Data Use"@en
"Vendor-specific License"@en	"CellFinder Copyright"@en
"Vendor-specific License"@en	"DrugBank Academic License"@en
"Vendor-specific License"@en	"EMBLEM ELM Academic License"@en
"Vendor-specific License"@en	"European Medicines Agency Copyright"@en
"Vendor-specific License"@en	"Facebase Data Access Policy"@en
"Vendor-specific License"@en	"FlowRepository Open Access Terms of Use"@en
"Vendor-specific License"@en	"GBIF Data Sharing Agreement"@en
"Vendor-specific License"@en	"GMD Academic License"@en
"Vendor-specific License"@en	"GeneNetwork Conditions of Use"@en
"Vendor-specific License"@en	"GeneProf Academic License"@en
"Vendor-specific License"@en	"IUPAC/InChI-Trust InChI Licence No. 1.0"@en
"Vendor-specific License"@en	"ImmPort Conditions of Use"@en
"Vendor-specific License"@en	"LINCS Data Policy"@en
"Vendor-specific License"@en	"LOINC RELMA Terms of Use"@en
"Vendor-specific License"@en	"Labome Copyright"@en
"Vendor-specific License"@en	"MHAS Data Policy"@en
"Vendor-specific License"@en	"MIACA Full Copyright"@en
"Vendor-specific License"@en	"NIDA NIH Data Access Policy"@en
"Vendor-specific License"@en	"NIH Genomic Data Sharing Policy"@en
"Vendor-specific License"@en	"NLM Open License with Attribution"@en
"Vendor-specific License"@en	"OME Software Conditons of Use"@en
"Vendor-specific License"@en	"ORCID MIT-Style License (MIT)"@en
"Vendor-specific License"@en	"ORCID Terms of Use"@en
"Vendor-specific License"@en	"PPDB Academic License"@en
"Vendor-specific License"@en	"ProDom Commercial License"@en
"Vendor-specific License"@en	"RIKEN Copyright"@en
"Vendor-specific License"@en	"RegenBase Terms of Use"@en
"Vendor-specific License"@en	"SABIO-RK Non-Commercial Purpose License"@en
"Vendor-specific License"@en	"SBGN Open License with Attribution"@en
"Vendor-specific License"@en	"SciCrunch Terms and Conditions"@en
"Vendor-specific License"@en	"TCGA Data Use Certification"@en
"Vendor-specific License"@en	"Terms of Use for EMBL-EBI Services"@en
"Vendor-specific License"@en	"UCSC Genome Browser Commercial Software License"@en
"Vendor-specific License"@en	"UCUM Terms of Use"@en
"Vendor-specific License"@en	"UMLS Metathesaurus License"@en
"Vendor-specific License"@en	"University of Concordia Terms of Use"@en
"Vendor-specific License"@en	"Xenbase Academic Conditions of Use"@en
"Vendor-specific License"@en	"miRTaBase Data License"@en
"Vertebrates"	"Humans"
"Vertebrates"	"Mice or rats"
"Virus ID"	"DPVweb ID"
"Virus ID"	"RNAVirusDB ID"
"Virus identifier"	"Virus ID"
"Visualisation"	"Chromatogram visualisation"
"Visualisation"	"Map drawing"
"Visualisation"	"Mass spectrum visualisation"
"Visualisation"	"Microarray data rendering"
"Visualisation"	"Microscope image visualisation"
"Visualisation"	"Multiple sample visualisation"
"Visualisation"	"Ontology visualisation"
"Visualisation"	"Pathway or network visualisation"
"Visualisation"	"Phylogenetic tree visualisation"
"Visualisation"	"Sequence cluster visualisation"
"Visualisation"	"Sequence visualisation"
"Visualisation"	"Structure visualisation"
"Workflow ID"	"Taverna workflow ID"
"Workflow format"	"KNIME datatable format"
"Workflow format"	"Taverna workflow format"
"WormBase identifier"	"Gene ID (WormBase)"
"WormBase identifier"	"WormBase class"
"WormBase identifier"	"WormBase name"
"WormBase identifier"	"WormBase wormpep ID"
"XML"	"ARR"
"XML"	"BCML"
"XML"	"BDML"
"XML"	"BLAST XML results format"
"XML"	"BSML"
"XML"	"BioC"
"XML"	"BioXSD (XML)"
"XML"	"CellML"
"XML"	"CopasiML"
"XML"	"CopasiML"
"XML"	"DAS format"
"XML"	"DASGFF"
"XML"	"EBI Application Result XML"
"XML"	"EMBL-like (XML)"
"XML"	"FieldML"@en
"XML"	"GCDML"
"XML"	"GML"@en
"XML"	"GPML"
"XML"	"GelML"
"XML"	"KGML"
"XML"	"MAGE-ML"
"XML"	"MathML 2.0"
"XML"	"NeXML"
"XML"	"OBO-XML"
"XML"	"OSCAR format"
"XML"	"OWL-XML"
"XML"	"OWL/XML"
"XML"	"OWL2-XML"
"XML"	"PDBML"
"XML"	"PMML"
"XML"	"PRIDE XML"
"XML"	"PSI MI XML (MIF)"
"XML"	"RDF-XML"
"XML"	"RDF/XML"
"XML"	"RNAML"
"XML"	"SBGN-ML"
"XML"	"SBML"
"XML"	"SBOL"
"XML"	"SBRML"
"XML"	"SED-ML"
"XML"	"STRING entry format (XML)"
"XML"	"SVG"
"XML"	"Taverna workflow format"
"XML"	"TraML"
"XML"	"UniProtKB XML"
"XML"	"XGMML"@en
"XML"	"dasdna"
"XML"	"docx"
"XML"	"gxl format"
"XML"	"iHOP format"
"XML"	"idXML"
"XML"	"imzML"
"XML"	"mzIdentML"
"XML"	"mzML"
"XML"	"mzQuantML"
"XML"	"pepXML"
"XML"	"phyloXML"
"XML"	"protXML"
"XML"	"qcML"
"XML"	"spML"
"XML"	"xls"
"YAML"	"BioYAML"
"YAML"	"JSON"
"affypdnn"	"'affyPLM'"
"algorithm"	"'ACME'"
"algorithm"	"'ANOVA'"
"algorithm"	"'FDR'"
"algorithm"	"'KLD'"
"algorithm"	"'MAS5'"
"algorithm"	"'MI'"
"algorithm"	"'Needleman-Wunsch'"
"algorithm"	"'PLM'"
"algorithm"	"'Smith-Waterman'"
"algorithm"	"'t-test'"
"algorithm"	"2-sample pooled t-test"
"algorithm"	"50-50 MANOVA algorithm"
"algorithm"	"AMDIS"
"algorithm"	"ANCOVA"
"algorithm"	"ARACNE algorithm"
"algorithm"	"AWS algorithm"
"algorithm"	"Associative T method"
"algorithm"	"Average log expression across arrays (ALE)"
"algorithm"	"AvgNRRs"
"algorithm"	"BCRANK"
"algorithm"	"BGL"
"algorithm"	"BaldiLongT"
"algorithm"	"Base-Pair-Distance Kernel"
"algorithm"	"Bayesian Model"
"algorithm"	"Binning clustering method"
"algorithm"	"Bootstrap"
"algorithm"	"CBS"
"algorithm"	"CBS algorithm"
"algorithm"	"CLR algorithm"
"algorithm"	"CMA"
"algorithm"	"CRLMM algorithm"
"algorithm"	"Category analysis"
"algorithm"	"Chi-square"
"algorithm"	"Complex Estimation Algorithm"
"algorithm"	"Concordance"
"algorithm"	"Continuous Wavelet Transform (CWT)-based peak detection algorithm"
"algorithm"	"Cosmo"
"algorithm"	"DAE Algorithm"
"algorithm"	"DFW"
"algorithm"	"Discriminant Fuzzy Pattern Algorithm"
"algorithm"	"Dynamic programming algorithm"
"algorithm"	"Empirical Bayes rule"
"algorithm"	"Expectation-Maximization(EM) algorithm"
"algorithm"	"F test"
"algorithm"	"FARMS"
"algorithm"	"FC"
"algorithm"	"Firth's bias reduction procedure"
"algorithm"	"Fischer's Exact Test"
"algorithm"	"Fixed effect model"
"algorithm"	"FoxDimmicT"
"algorithm"	"GASSCO method"
"algorithm"	"Gamma Gamma Model"
"algorithm"	"Gamma-Gamma hierarchical model"
"algorithm"	"Gaussian locally weighted regression"
"algorithm"	"Gene Recommender algorithm"
"algorithm"	"Gene array analysis algorithm"
"algorithm"	"Gene-Set Enrichment Analysis"
"algorithm"	"Gillespie's Stochastic Simulation Algorithm"
"algorithm"	"Global test"
"algorithm"	"HaarSeg algorithm"
"algorithm"	"Hardy-Weinberg equilibrium"
"algorithm"	"Heterogeneous Error Model (HEM)"
"algorithm"	"Hexagon binning algorithm"
"algorithm"	"Hidden Markov Model"
"algorithm"	"Hidden Variable Dynamic Modelling HVDM)"
"algorithm"	"Hierarchical Ordered Partitioning and Collapsing Hybrid (HOPACH) algorithm"
"algorithm"	"Hierarchical clustering"
"algorithm"	"Hubert’s gamma"
"algorithm"	"Hypergeometric enrichment"
"algorithm"	"Hypergeometric probability"
"algorithm"	"Iterative Bayesian Model Averaging (BMA)"
"algorithm"	"Iterative local regression and model selection"
"algorithm"	"Iteratively ReWeighted Least Squares"
"algorithm"	"Jaccard’s index"
"algorithm"	"Kolmogorov Smirnov rank-sum based algorithm"
"algorithm"	"Langmuir Isotherm"
"algorithm"	"Laplace mixture model"
"algorithm"	"Library Search Algorithm"
"algorithm"	"Likelihood method"
"algorithm"	"Linear modelling"
"algorithm"	"Local-pooled-error"
"algorithm"	"Locally Moderated Weighted-t (LMW) method"
"algorithm"	"Loess algorithm"
"algorithm"	"Logic regression"
"algorithm"	"Logit-t algorithm"
"algorithm"	"Lognormal Normal Model"
"algorithm"	"Lognormal Normal with Modied Variance Model"
"algorithm"	"M-estimation regression"
"algorithm"	"MCR algorithm"
"algorithm"	"MMD"
"algorithm"	"Mahalanobis distance"
"algorithm"	"Markov Chain Monte Carlo"
"algorithm"	"Median Average Difference Algorithm"
"algorithm"	"Misclassification-Penalized Posteriors (MiPP)"
"algorithm"	"Mixed model equations"
"algorithm"	"Modified version of the GLAD algorithm (Gain and Loss Analysis of DNA)"
"algorithm"	"Monte Carlo"@en
"algorithm"	"Multinomial probit regression with Gaussian Process priors"
"algorithm"	"Multiple testing"
"algorithm"	"Multivariate correlation estimator"
"algorithm"	"Multivariate t mixture models"
"algorithm"	"Negative binomial distribution"
"algorithm"	"Nested Effects Models"
"algorithm"	"Neural networks models"
"algorithm"	"Non-linear functional regression model"
"algorithm"	"Nonlinear Estimation by Iterative Partial Least Squares"
"algorithm"	"ODE Algorithm"@en
"algorithm"	"PCMG"
"algorithm"	"PDE Algorithm"@en
"algorithm"	"PLIER (Probe Logarithmic Error Intensity Estimate) method"
"algorithm"	"PPC algorithm"
"algorithm"	"Pearson correlation estimator"
"algorithm"	"Position weight matrix (PWM )"
"algorithm"	"Power Law Global Error Model (PLGEM) analysis method"
"algorithm"	"Presence-Absence calls with Negative Probesets (PANP)"
"algorithm"	"Probe level Locally moderated Weighted median-t (PLW) method"
"algorithm"	"Propagation of uncertainty in microarray analysis"
"algorithm"	"Quantile normalization"
"algorithm"	"Quantile regression techniques"
"algorithm"	"R interface to boost graph library algorithm (RBGL)"
"algorithm"	"RMA"
"algorithm"	"RMA+"
"algorithm"	"RMA++"
"algorithm"	"Radial basis function"
"algorithm"	"Random effects model"
"algorithm"	"Rank product non-parametric method"
"algorithm"	"Rank-invariant set normalization"
"algorithm"	"Recursive Feature Elimination (RFE)"
"algorithm"	"Regression model"
"algorithm"	"Robust likelihood-based survival modeling"
"algorithm"	"S-Score algorithm"
"algorithm"	"SAEM"@en
"algorithm"	"SAM"
"algorithm"	"SNPRMA algorithm"
"algorithm"	"SVDimpute algorithm"
"algorithm"	"Semantic Similarity Measures"
"algorithm"	"Serial Analysis of Gene Expression (SAGE)"
"algorithm"	"Signaling Pathway Impact Analysis (SPIA) algorithm"
"algorithm"	"Sim method"
"algorithm"	"Similarity score"
"algorithm"	"Statistical tests"
"algorithm"	"Theodore Ts’o’s"
"algorithm"	"Two-stage measurement error model"
"algorithm"	"Variance-stabilizing transformation (VST) algorithm"
"algorithm"	"WilcEbam"
"algorithm"	"Wilcoxon"
"algorithm"	"data mining algorithm"
"algorithm"	"data processing algorithm"
"algorithm"	"data visualization algorithm"
"algorithm"	"f-test"
"algorithm"	"k-cores"
"algorithm"	"k-means"
"algorithm"	"k-nearest neighbour classification"
"algorithm"	"mrnet algorithm"
"ambiguous"	"consensus"
"arrayWoRx"	"arrayWoRx 2.0"
"audio format"@en	".rma format"
"bed6"	"ENCODE peak format"
"bedstrict"	"bed12"
"bedstrict"	"bed6"
"binary format"	".nib"
"binary format"	"2bit"
"binary format"	"AB1"
"binary format"	"ABI"
"binary format"	"BAM"
"binary format"	"BAR"@en
"binary format"	"BCF"
"binary format"	"BPMAP"
"binary format"	"BTrack"
"binary format"	"CDF binary format"
"binary format"	"CEL binary format"
"binary format"	"CHP binary format"
"binary format"	"COMBINE OMEX"
"binary format"	"CRAM"
"binary format"	"DICOM format"
"binary format"	"Data index format"
"binary format"	"GIF"
"binary format"	"IDAT"
"binary format"	"Index format"
"binary format"	"JPG"
"binary format"	"K-mer countgraph"
"binary format"	"OME-TIFF"
"binary format"	"PDF"
"binary format"	"PNG"
"binary format"	"SCF"
"binary format"	"SFF"
"binary format"	"SQLite format"
"binary format"	"SRA format"
"binary format"	"SRF"
"binary format"	"Thermo RAW"
"binary format"	"VDB"
"binary format"	"WIFF format"
"binary format"	"X!Tandem XML"
"binary format"	"ZTR"
"binary format"	"bgzip"
"binary format"	"bigBed"
"binary format"	"bigWig"
"binary format"	"bmp"
"binary format"	"hdf5"
"binary format"	"im"
"binary format"	"imzML"
"binary format"	"lma"
"binary format"	"nii"
"binary format"	"pbm"
"binary format"	"pcd"
"binary format"	"pcx"
"binary format"	"pgm"
"binary format"	"ppm"
"binary format"	"psd"
"binary format"	"rast"
"binary format"	"rgb"
"binary format"	"tabix"
"binary format"	"tiff"
"binary format"	"xbm"
"binary format"	"xlsx"
"binary format"	"xpm"
"biological sequence data"	"DNA nucleotide sequence"@en
"biological sequence data"	"amino acid protein sequence data"
"clause"	"Attribution clause"
"clause"	"Derivatives clause"
"clause"	"Distribution clause"
"clause"	"Number of installations clause"
"clause"	"Number of users clause"
"clause"	"Platform clause"
"clause"	"Purchase cost"
"clause"	"Source code clause"
"clause"	"Time clause"
"clause"	"Usage clause"
"completely unambiguous"	"completely unambiguous pure"
"completely unambiguous pure"	"completely unambiguous pure dna"
"completely unambiguous pure"	"completely unambiguous pure nucleotide"
"completely unambiguous pure"	"completely unambiguous pure protein"
"completely unambiguous pure"	"completely unambiguous pure rna sequence"
"correction"	"background correction"
"correction"	"error correction"
"data"	"ALL/AML data set"
"data"	"AP-MS data"
"data"	"Affymetrix-compliant data"@en
"data"	"Annotation data packages"
