?type	?uri	?labels	?definitions	?editor_notes	?examples	?statuses	?human_friendly_names	?name_of_editors	?alternative_names	?citations
"C"	<http://purl.obolibrary.org/obo/IAO_0000572>	"documenting"	"a planned process in which a document is created or added to by including the specified input in it."	"6/11/9: Edited at OBI workshop. We need to be able identify a child form of information artifact which corresponds to something enduring (not brain like). This used to be restricted to physical document or digital entity as the output, but that excludes e.g. an audio cassette tape"	"Recording the current temperature in a laboratory notebook. Writing a journal article. Updating a patient record in a database."	"http://purl.obolibrary.org/obo/IAO_0000125"		"Bjoern Peters"		"wikipedia http://en.wikipedia.org/wiki/Documenting"
"C"	<http://purl.obolibrary.org/obo/IAO_0000573>	"line graph"	"A line graph is a type of graph created by connecting a series of data\npoints together with a line."			"http://purl.obolibrary.org/obo/IAO_0000122"	"line graph"	"PERSON:Melanie Courtot|PERSON:Chris Stoeckert"	"line chart"	"GROUP:OBI|WEB: http://en.wikipedia.org/wiki/Line_chart"
"C"	<http://purl.obolibrary.org/obo/IAO_0000574>	"assigning a centrally registered identifier"	"a planned process in which a new CRID is created, associated with an entity, and stored in the CRID registry thereby registering it as being associated with some entity"	"2014-05-05: It is the CRID registry that assigns CRIDs, not the users of the registry."	"A new pubmed ID being created for a journal article, and the associated pubmed record containing information to the journal article. A license plate number registered at the DMV to be belonging to a specific vehicle and owner. Placing a barcode on a product and entering information in a database that this barcode is assigned."	"http://purl.obolibrary.org/obo/IAO_0000120"		"Person:Alan Ruttenberg|Person:Melanie Courtot|Person:Bjoern Peters"	"assigning a CRID"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000575>	"associating information with a centrally registered identifier in its registry"	"A planned process in which a CRID registry associates an information content entity with a CRID symbol"		"Articles in Pubmed are reviewed by curators who add MESH terms to the Pubmed records in order to categorize them better and improve the ability to search for them. "	"http://purl.obolibrary.org/obo/IAO_0000120"		"PERSON:Alan Ruttenberg"	"associating information with a CRID in the CRID registry"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000576>	"obsolete_establishing a CRID registry"	"a planned process with the objective to establish a system that allows to refer to specific entities of a certain kind and store information about them, by establishing a CRID registry and plan specifications for the process of 1) assigning a CRID and 2) looking up a CRID."	"MC, 20101124: deprecated following discussion at IAO call 20101124. Term was deemed not necessary - no use case for now."						
"C"	<http://purl.obolibrary.org/obo/IAO_0000577>	"centrally registered identifier symbol"	"A symbol that is part of a CRID and that is sufficient to look up a record from the CRID's registry."		"The sentence \"The article has Pubmed ID 12345.\" contains a CRID that has two parts: one part is the CRID symbol, which is '12345'; the other part denotes the CRID registry, which is Pubmed."	"http://purl.obolibrary.org/obo/IAO_0000120"		"PERSON: Melanie Courtot|PERSON: Bill Hogan|PERSON: Bjoern Peters|PERSON: Alan Ruttenberg"	"CRID symbol"	"Original proposal from Bjoern, discussions at IAO calls"
"C"	<http://purl.obolibrary.org/obo/IAO_0000578>	"centrally registered identifier"	"An information content entity that consists of a CRID symbol and additional information about the CRID registry to which it belongs."	"2014-05-05: In defining this term we take no position on what the CRID denotes. In particular do not assume it denotes a *record* in the CRID registry (since the registry might not have 'records').|Alan, IAO call 20101124: potentially the CRID denotes the instance it was associated with during creation. \n|Note, IAO call 20101124: URIs are not always CRID, as not centrally registered. We acknowledge that CRID is a subset of a larger identifier class, but this subset fulfills our current needs. OBI PURLs are CRID as they are registered with OCLC. UPCs (Universal Product Codes from AC Nielsen)are not CRID as they are not centrally registered."	"The sentence \"The article has Pubmed ID 12345.\" contains a CRID that has two parts: one part is the CRID symbol, which is '12345'; the other part denotes the CRID registry, which is Pubmed."	"http://purl.obolibrary.org/obo/IAO_0000120"		"PERSON: Melanie Courtot|PERSON: Bill Hogan|PERSON: Bjoern Peters|PERSON: Alan Ruttenberg"	"CRID"	"Original proposal from Bjoern, discussions at IAO calls"
"C"	<http://purl.obolibrary.org/obo/IAO_0000579>	"centrally registered identifier registry"	"A CRID registry is a dataset of CRID records, each consisting of a CRID symbol and additional information which was recorded in the dataset through a assigning a centrally registered identifier process."		"PubMed is a CRID registry. It has a dataset of PubMed identifiers associated with journal articles. "	"http://purl.obolibrary.org/obo/IAO_0000120"		"PERSON: Melanie Courtot|PERSON: Bill Hogan|PERSON: Bjoern Peters|PERSON: Alan Ruttenberg"	"CRID registry"	"Original proposal from Bjoern, discussions at IAO calls"
"C"	<http://purl.obolibrary.org/obo/IAO_0000580>	"looking up a centrally registered identifier"	"A planned process in which a request to a CRID registry is made to return the information associated with a CRID symbol"		"Going to the PubMed website and entering a PubMed ID in order to retrieve the Pubmed information associated with that ID. "	"http://purl.obolibrary.org/obo/IAO_0000120"		"PERSON: Melanie Courtot|PERSON: Bill Hogan|PERSON: Bjoern Peters|PERSON: Alan Ruttenberg"	"looking up a CRID"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000582>	"time stamped measurement datum"				"http://purl.obolibrary.org/obo/IAO_0000123"				
"C"	<http://purl.obolibrary.org/obo/IAO_0000584>	"time sampled measurement data set"	"A data set that is an aggregate of data recording some measurement at a number of time points. The time series data set is an ordered list of pairs of time measurement data and the corresponding measurement data acquired at that time."		"pmid:20604925 - time-lapse live cell microscopy"	"http://purl.obolibrary.org/obo/IAO_0000120"		"Alan Ruttenberg"	"experimental time series"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000590>	"written name"	"A textual entity that denotes a particular in reality."		"\"United States of America\"|\"Bill Clinton\"|\"The Eiffel Tower\""	"http://purl.obolibrary.org/obo/IAO_0000125"	"written name"	"PERSON: Bill Hogan"		"https://github.com/information-artifact-ontology/IAO/issues/114"
"C"	<http://purl.obolibrary.org/obo/IAO_0000591>	"software method"	"A software method (also called subroutine, subprogram, procedure, method, function, or routine) is software designed to execute a specific task."			"http://purl.obolibrary.org/obo/IAO_0000123"		"PERSON: Melanie Courtot|PERSON: Michel Dumontier"		"https://github.com/information-artifact-ontology/IAO/issues/80"
"C"	<http://purl.obolibrary.org/obo/IAO_0000592>	"software module"	" A software module is software composed of a collection of software methods."			"http://purl.obolibrary.org/obo/IAO_0000123"		"PERSON: Michel Dumontier|PERSON: Melanei Courtot"		"https://github.com/information-artifact-ontology/IAO/issues/80"
"C"	<http://purl.obolibrary.org/obo/IAO_0000593>	"software library"	"A software library is software composed of a collection of software modules and/or software methods in a form that can be statically or dynamically linked to some software application."			"http://purl.obolibrary.org/obo/IAO_0000123"		"PERSON: Melanie Courtot|PERSON: Michel Dumontier"		"https://github.com/information-artifact-ontology/IAO/issues/80"
"C"	<http://purl.obolibrary.org/obo/IAO_0000594>	"software application"	"A software application is software that can be directly executed by some processing unit."			"http://purl.obolibrary.org/obo/IAO_0000123"		"PERSON: Melanie Courtot|PERSON: Michel Dumontier"		"https://github.com/information-artifact-ontology/IAO/issues/80"
"C"	<http://purl.obolibrary.org/obo/IAO_0000595>	"software script"	" A software script is software whose instructions can be executed using a software \ninterpreter."			"http://purl.obolibrary.org/obo/IAO_0000123"		"PERSON: Melanie Courtot|PERSON: Michel Dumontier"		"https://github.com/information-artifact-ontology/IAO/issues/80"
"C"	<http://purl.obolibrary.org/obo/IAO_0000605>	"abbreviation textual entity"	"A textual entity listing abbreviations and their expansions that are used in a document."		"From Shiba et al. Acta Neuropathol Commun. 2013; 1: 45. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3893467/):\n\nBAC: Bacterial artificial chromosome; CR: Calretinin; GFAP: Glial fibrillary acidic protein; MAP: Microtubule-associated protein; MRI: Magnetic resonance imaging; NSC: Neural stem cell; PDA: Patent ductus arteriosus; PMG: Polymicrogyria; PNH: Periventricular nodular heterotopia; VSD: Ventricular septal defect."		"abbreviation textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000606>	"abbreviations section"	"A part of a document where abbreviations and their long-forms used within the document are listed."		"The section labelled 'abbreviations' in a typical scientific journal article."		"abbreviations section"	"PERSON: Bill Baumgartner"	"abbreviations list|abbreviations|list of abbreviations used|list of abbreviations|abbreviations used"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000607>	"author information section"	"A part of a document about the authors that provides biographical information and may discuss how the authors' professional experiences are relevant to the work described in the document."		"The section labelled 'author information' in a typical scientific journal article, e.g. in Takon. Ann Gen Psychiatry. 2011; 10: 25. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3204268/)"		"author information section"	"PERSON: Bill Baumgartner"	"authors’ information|author information"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000608>	"author information textual entity"	"A textual entity expression information about an author of a document. This information may include biographical information and may discuss how the authors' professional experiences are relevant to the work described in the document."		"From Takon. Ann Gen Psychiatry. 2011; 10: 25. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3204268/):\n\nIT [the author] is the lead paediatrician for ADHD services in East Hertfordshire, UK, where she runs a weekly joint ADHD clinic with the Child and Adolescent psychiatrist and works within an ADHD specialist team. IT also sees children with other neurodisability issues who may have comorbid ADHD, where the presentation may be more complex and challenging to manage. IT has vast experience in managing children with complex ADHD. She has 18 years of experience in paediatrics and also has extensive experience in the use of psychopharmacologic agents in managing children with ADHD."		"author information textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000609>	"author summary section"	"A part of a document, distinct from the abstract, that describes the significance and broader context of the document content. The author summary is often written in a non-technical manner and is aimed at both scientists and non-scientist readers."		"The section labelled 'synopsis' in a typical scientific journal article, e.g. in Pendse et al. BMC Genomics. 2013; 14: 136. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3608171/)"		"author summary section"	"PERSON: Bill Baumgartner"	"summary|synopsis|author summary"	"Article submission guidelines for PLoS Genetics (http://journals.plos.org/plosgenetics/s/submission-guidelines)"
"C"	<http://purl.obolibrary.org/obo/IAO_0000610>	"author summary textual entity"	"A textual entity, distinct from the abstract, that describes the significance and broader context of the document content. The author summary is often written in a non-technical manner and is aimed at both scientists and non-scientist readers, e.g as described in the article submission guidelines for PLoS Genetics (http://journals.plos.org/plosgenetics/s/submission-guidelines)."		"From Pendse et al. BMC Genomics. 2013; 14: 136. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3608171/):\n\n\nThe search for genetic risk factors for common human diseases often relies on the use of linkage and association studies to establish correlation between genomic markers and disease risk. These studies require additional functional evaluation of candidate genes, including their possible interaction with diet and environment. The number of candidate genes is typically large and the development of appropriate genetic tools in mammalian systems is slow. By contrast, large-scale genetic screens, using widely available genetic tools, are routinely conducted in the fruit fly Drosophila melanogaster. In this study, we used Drosophila to screen candidate genes identified in human genome-wide scans as associated with risk of metabolic abnormalities such as type 2 diabetes. We show that a number of human candidate genes have fly orthologs that play an important role in Drosophila tolerance to high dietary sucrose. We further explored some of the specific metabolic abnormalities that can result when these genes’ activities are reduced in flies, focusing on a gene we call dHHEX (CG7056), the fly ortholog of human HHEX."		"author summary textual entity"	"PERSON: Bill Baumgartner"		"Article submission guidelines for PLoS Genetics (http://journals.plos.org/plosgenetics/s/submission-guidelines)."
"C"	<http://purl.obolibrary.org/obo/IAO_0000611>	"availability section"	"A part of a document about a resource described in the document, e.g. software, that describes where and/or how that resource can be obtained."		"The section labelled 'availability and requirements' in a typical scientific journal article, e.g. Qi et al. BMC Bioinformatics. 2014; 15: 11. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3897912/)."		"availability section"	"PERSON: Bill Baumgartner"	"availability"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000612>	"availability textual entity"	"A textual entity expressing the location of a resource, e.g. software, or the manner in which a resource can be obtained."		"From Qi et al. BMC Bioinformatics. 2014; 15: 11. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3897912/):\n\nProject home page:http://krux.googlecode.com"		"availability textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000613>	"case report section"	"A part of a document about the medical history of a specific patient as it relates to the topic of the document."		"The section labelled 'case report' in a typical scientific journal article, e.g. in Taglia et al. Acta Myol. 2012 Dec; 31(3): 201–203. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3631801/)"		"case report section"	"PERSON: Bill Baumgartner"	"case presentation|case report"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000614>	"case report textual entity"	"A textual entity that expresses a detailed account of a portion of the medical history for a specific patient."		"Excerpt from Taglia et al. Acta Myol. 2012 Dec; 31(3): 201–203. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3631801/):\n\nThe patient is a 50-year-old man. His medical history was not contributory. At the age of 37 years, he complained of persistent fatigue and dyspnoea even for modest efforts and oedema of lower limbs. The patient was examined at the department of internal medicine of the local hospital, and hospitalised with a diagnosis of dilated cardiomyopathy probably consequence of a myocarditis process. Soon after he was transferred to the cardiologic department of the regional hospital, and pharmacologically treated for heart failure and pulmonary hypertension."		"case report textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000615>	"conclusion section"	"A part of a document used to summarize the findings discussed in the document. The conclusion section is typically found near the end of a document. "		"The section labelled 'conclusion' in a typical scientific journal article."		"conclusion section"	"PERSON: Bill Baumgartner"	"concluding remarks|summary|conclusions|findings|conclusion"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000616>	"conflict of interest section"	"A part of a document used to declare any competing interests regarding the authors and/or funding organization for the work described in the document."		"The section labelled 'conflict of interest statement' in a typical scientific journal article."		"conflict of interest section"	"PERSON: Bill Baumgartner"	"declaration of competing interests|disclosure of potential conflicts of interest|competing interests|conflict of interest|conflict of interest statement"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000617>	"conflict of interest textual entity"	"A textual entity that expresses a situation involving one or more of the authors, or the funding source of a document whereby the authors or funding source stand to potentially gain (typically financially) from the results reported in the document."		"SD [an author] is a Merck employee and Merck is the sponsor of this study. [Taken from 'Effects of obstructive sleep apnoea risk on postoperative respiratory complications: protocol for a hospital-based registry study' Shin et al. 2016  (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4735131/)] "		"conflict of interest statement"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000618>	"consent section"	"A part of a document about the consent process that was used to enroll patients in a study."		"The section labelled 'consent' in a typical scientific journal article, e.g. Shiba et al. Acta Neuropathol Commun. 2013; 1: 45. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3893467/)"		"consent section"	"PERSON: Bill Baumgartner"	"consent"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000619>	"consent textual entity"	"A textual entity that documents the consenting process used to enroll patients in a study."		"From Shiba et al. Acta Neuropathol Commun. 2013; 1: 45. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3893467/):\n\nWritten informed consent was obtained from the patient’s parents for publication of this Case report and any accompanying images. A copy of the written consent is available for review by the Editor-in chief of this journal."		"consent textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000620>	"ethical approval section"	"A part of a document about the governance body responsible for approving the work discussed in a document on an ethical basis."		"The section labelled 'ethical approval' in a typical scientific journal article."		"ethical approval section"	"PERSON: Bill Baumgartner"	"ethical approval"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000621>	"ethical approval textual entity"	"A textual entity that documents the ethical approval of some study design."		"From McLean et al. Br J Gen Pract. 2014 Jul; 64(624): e440–e447 (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4073730/):\n\nThe NHS National Research Ethics Service had previously approved the use of these anonymised data for research purposes and this analysis did not require independent review."		"ethical approval textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000622>	"figures section"	"A part of a document that contains one or more figures."		"The section labelled 'figures' in a typical scientific journal article."		"figures section"	"PERSON: Bill Baumgartner"	"figures"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000623>	"funding source declaration section"	"A part of a document used to detail information regarding the source of funding used in support of the generation of the document content."		"The section labelled 'funding' in a typical scientific journal article."		"funding source declaration section"	"PERSON: Bill Baumgartner"	"funding sources|funding|sources of funding|funding information|source of funding|funding statement|funding/support"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000624>	"funding source declaration textual entity"	"A textual entity documenting the source of funding that supported some study."		"From Stephan et al. Accid Anal Prev. 2011 May; 43(3): 1062–1067. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3062852/):\n\nThis study was supported by the International Collaborative Research Grants Scheme with joint grants from the Wellcome Trust UK (GR071587MA) and the Australian NHMRC (268055). The funding sources played no role in study design, data collection, analysis or interpretation, writing the report, or the decision to submit the paper for publication."		"funding souce declaration textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000625>	"future directions section"	"A part of a document detailing extensions of the described work that may be implemented at some future point in time."		"The section labelled 'future directions' in a typical scientific journal article."		"future directions section"	"PERSON: Bill Baumgartner"	"future plans|future challenges|future developments|future research directions|future research|future outlook|future work|future perspectives|future studies|future considerations|future prospects|future directions"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000626>	"future directions textual entity"	"A textual entity expressing ideas regarding future work relevant to work described in a document that could be done."		"Excerpt from Wang and Li. Acta Pharmacol Sin. 2016 Jan; 37(1): 25–33. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4722976/):\n\nIn the future, several questions will need to be resolved regarding the physiological assembly of KCNQ channels and their functional implications in complex neural circuits. First, we still lack sufficiently selective inhibitors and activators among the KCNQ family members."		"future directions textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000627>	"genome announcement section"	"A document part announcing the publication of a novel draft genome sequence."		"The section labelled 'genome announcement' in a typical scientific journal article, e.g. in Kim et al. J Bacteriol. 2011 Oct; 193(19): 5537. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187466/)"		"genome announcement section"	"PERSON: Bill Baumgartner"	"genome announcement"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000628>	"genome announcement textual entity"	"A textual entity that describes the generation and public release of a novel, draft genome sequence."		"Excerpt from Kim et al. J Bacteriol. 2011 Oct; 193(19): 5537. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187466/):\n\nHere we report the genome sequence of Lactobacillus malefermentans KCTC 3548, which we obtained using a whole-genome shotgun strategy (4) with Roche 454 GS (FLX Titanium) pyrosequencing (257,559 reads totaling ∼89.8 Mb; ∼45-fold coverage of the genome) at the Genome Resource Center, Korea Research Institute of Bioscience and Biotechnology (KRIBB)."		"genome announcement textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000629>	"keyword textual entity"	"A textual entity listing keywords indicating the major theme(s) of a document."		"From: Fu and Lin. Identification of gene-oriented exon orthology between human and mouse. BMC Genomics. 2012; 13(Suppl 1): S10. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3303729/):\n\nExon orthology; alternative splicing; exon duplication; intron-exon structure."		"keyword textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000630>	"keywords section"	"A part of a document where keywords selected by the author to categorize the major theme(s) of a document are listed."		"The section labelled 'keywords' in a typical scientific journal article."		"keywords section"	"PERSON: Bill Baumgartner"	"keywords"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000631>	"study limitations section"	"A part of a document about biases or short comings related to the study design and execution."		"The section labelled 'limitations' in a typical scientific journal article."		"study limitations section"	"PERSON: Bill Baumgartner"	"limitations|study limitations"	"Author guidelines published by The Society for Academic Emergency Medicine. (http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712/homepage/ForAuthors.html)"
"C"	<http://purl.obolibrary.org/obo/IAO_0000632>	"study limitations textual entity"	"A textual entity addressing a shortcoming or bias of a study design or execution."		"Excerpt from the Limitations section of Fermann et al 2015, Acad Emerg Med. 2015 Mar; 22(3): 299–307 (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405051/). \n\nOwing to the nature of a post hoc study, any significant values must be interpreted with caution. In the current analysis, no multiple testing was conducted and p-values remain unadjusted. Moreover, a selection bias arising from the randomized open-label design of the original EINSTEIN PE study cannot be ruled out."		"study limitations textual entity"	"PERSON: Bill Baumgartner"		"Author guidelines published by The Society for Academic Emergency Medicine. (http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1553-2712/homepage/ForAuthors.html)"
"C"	<http://purl.obolibrary.org/obo/IAO_0000633>	"materials section"	"A part of a document about the materials required to reproduce the content of the document."		"The section labelled 'materials' in a typical scientific journal article, e.g. Nguyen et al. BMC Bioinformatics. 2010; 11: 279. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2889936/)"		"materials section"	"PERSON: Bill Baumgartner"	"materials"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000634>	"notes section"	"A part of a document containing typically short notes about the document itself and/or the authors. Often the notes section contains subsections related to funding, competing interests, ethical approval, etc."		"The section labelled 'notes' in a typical scientific journal article, e.g. McLean et al. Br J Gen Pract. 2014 Jul; 64(624): e440–e447 (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4073730/):"		"notes section"	"PERSON: Bill Baumgartner"	"notes|footnotes"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000635>	"patients section"	"A part of a document about the patients that participated in a study."		"The section labelled 'patients' in a typical scientific journal article, e.g. in Citak et al. Acta Orthop. 2013 Jun; 84(3): 326–327. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3715825/)"		"patients section"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000636>	"patients textual entity"	"A textual entity expressing information regarding the patients used in a study."		"Excerpt from Citak et al. Acta Orthop. 2013 Jun; 84(3): 326–327. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3715825/):\n\nBetween January 1996 and February 2012, we treated 4 patients with interprosthetic femoral fractures (3 of them women) (Figure 2) using a custom-made interposition device (Waldemar Link GmbH, Hamburg, Germany) (Figure 1). Mean age was 74 (59–86) years. The fractures occurred mean 18 (13–28) years after primary THA and mean 14 (10–17) years after primary TKA. At the latest follow-up, after mean 8 (0.5–16) years, revision surgery with a total femur replacement was required in 1 case due to aseptic loosening. No other complications requiring revision surgery occurred."		"patients textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000637>	"pre-publication history section"	"A part of the document about the publication history of a document. This section typically details dates of document submission to a journal and dates of any re-submissions as well as reviewer comments and responses to reviewers by the authors."		"The section labelled 'pre-publication history' in a typical scientific journal article, e.g. in Xiao et al. BMC Anesthesiol. 2013; 13: 33. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4016475/)"		"pre-publication history section"	"PERSON: Bill Baumgartner"	"pre-publication history|notice of republication"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000638>	"pre-publication history textual entity"	"A textual entity that expresses the pre-publication history (submission dates, reviewer comments, etc) for a document, often including a hyperlink to a web page detailing the information."		"From Xiao et al. BMC Anesthesiol. 2013; 13: 33. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4016475/):\n\nThe pre-publication history for this paper can be accessed here:\nhttp://www.biomedcentral.com/1471-2253/13/33/prepub"		"pre-publication history textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000639>	"related work section"	"A part of a document about work in other publications that is relevant to the content of the document."		"The section labelled 'related work' in a typical scientific journal article, e.g. Žitnik and Zupan. Bioinformatics. 2015 Jun 15; 31(12): i230–i239. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4542780/)"		"related work section"	"PERSON: Bill Baumgartner"	"related work|related literature"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000640>	"related work textual entity"	"A textual entity that discusses work from other publications and expresses their relevancy to the content of a document."		"Excerpt from Žitnik and Zupan. Bioinformatics. 2015 Jun 15; 31(12): i230–i239. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4542780/):\n\nOur work presented here is similar in spirit to our recently developed methodology for data fusion via collective matrix factorization (Žitnik and Zupan, 2015).\n\n"		"related work textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000641>	"requirements section"	"A part of a document about a resource described in the document, e.g. software, that describes the requirements necessary to use the resource, e.g. operating systems, hardware, etc. in the case of a software resource."		"The section labelled 'availability and requirements' in a typical scientific journal article, e.g. Qi et al. BMC Bioinformatics. 2014; 15: 11. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3897912/)."		"requirements section"	"PERSON: Bill Baumgartner"	"requirements"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000642>	"requirements textual entity"	"A textual entity that expresses the requirements necessary to use a resource, e.g. software."		"From Qi et al. BMC Bioinformatics. 2014; 15: 11. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3897912/):\n\n• Operating systems: Platform independent\n\n• Programming language: Matlab, R, Python\n\n• Other requirements: None\n\n• License: GNU GPL v3\n\n• Any restrictions to use by non-academics: None"		"requirements textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000643>	"statistical analysis textual entity"	"A textual entity documenting statistical analysis tools and techniques employed."		"From Mondo et al. Cardiovasc J Afr. 2013 Mar; 24(2): 28–33. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3734881/):\n\nData were captured into EPI-DATA (version 3.1), cleaned and then exported to Stata version 10 for analysis. Continuous variables were summarised as mean (± standard deviation) and median (inter-quartile range), and presented in the tables. Categorical data were analysed using frequency and percentages, and results are presented in frequency tables and bar charts. Test of significance (p-value) was determined using the chi-square test. A p-value of less than 0.05 was considered significant."		"statistical analysis textual entity"	"PERSON: Bill Baumgartner"		
"C"	<http://purl.obolibrary.org/obo/IAO_0000644>	"statistical analysis section"	"A part of the document used to describe the statistical methodologies employed in the work presented in the document."		"The section labelled 'statistical analysis' in a typical scientific journal article, e.g. Mondo et al. Cardiovasc J Afr. 2013 Mar; 24(2): 28–33. (http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3734881/)"		"statistical analysis section"	"PERSON: Bill Baumgartner"	"statistical analysis"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000645>	"tables section"	"A part of a document that contains one or more tables."		"The section labelled 'tables' in a typical scientific journal article."		"tables section"	"PERSON: Bill Baumgartner"	"tables"	
"C"	<http://purl.obolibrary.org/obo/IAO_0000650>	"database extract, transform, and load process"	"A planned process which takes as input a database and fills another database by extracting concretizations of information entities from the first, transforming them, and loading the transformed concretizations into the second."	"Alan Ruttenberg 12/21/16: We don't define database in IAO, currently, as the bare word is ambiguous. Reasonable interpretations of the word might be the material entity, an information structure, an information content entity. However this definition commits, at least, to there being some material thing which bear concretizations of information entities and that there are new concretizations created during the process.  We consider the ETL process in terms of information entities rather than the concretizations. No committment is made as to whether the specified output.|Alan Ruttenberg 12/21/16: Maybe this definition instead: A planned process which takes as input a database and copies concretizations from the first, optionally transforms then copies the result to the second"			"database extract, transform, and load process"	"PERSON:Alan Ruttenberg"	"ETL"	"WEB:https://en.wikipedia.org/wiki/Extract,_transform,_load"
"C"	<http://purl.obolibrary.org/obo/OBI_0000011>	"planned process"	"A processual entity that realizes a plan which is the concretization of a plan specification."				"planned process"			
"C"	<http://purl.obolibrary.org/obo/OBI_0000066>	"investigation"	"a planned process that consists of parts: planning, study design execution, documentation and which produce conclusion(s)."				"investigation"			
"C"	<http://purl.obolibrary.org/obo/OBI_0000471>	"study design execution"	"a planned process that carries out a study design"				"study design execution"			
"C"	<http://purl.obolibrary.org/obo/OBI_0500000>	"study design"	"A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution."				"study design"			
"C"	<http://purl.obolibrary.org/obo/PATO_0000122>	"length"	"A 1-D extent quality which is equal to the distance between two points."				"length"			
